fid,gid,no,instl_pupr,administ,instl_dtl,lo,la,tot_camera,pixel,instl_de
226,226,226,다목적,충청북도 단양군청,충청북도 단양군 대강면 미노리 445-1,128.368334,36.87218229,1,200,2020-05
227,227,227,다목적,충청북도 단양군청,충청북도 단양군 대강면 사동리 317,128.399528,36.84859268,2,200,2017-10
228,228,228,다목적,충청북도 단양군청,충청북도 단양군 대강면 직티리 125-3,128.3395133,36.88947687,2,200,2017-10
229,229,229,다목적,충청북도 단양군청,충청북도 단양군 대강면 용부원리 422-15,128.385351,36.91624494,1,200,2017-10
230,230,230,다목적,충청북도 단양군청,충청북도 단양군 대강면 당동리 145-1,128.3654169,36.92082368,2,200,2017-10
231,231,231,다목적,충청북도 단양군청,충청북도 단양군 가곡면 가대리 1053-1,128.392426,37.04898534,2,200,2017-10
232,232,232,다목적,충청북도 단양군청,충청북도 단양군 가곡면 가대리 1053-1,128.392426,37.04898534,1,200,2019-06
233,233,233,다목적,충청북도 단양군청,충청북도 단양군 영춘면 유암리 402-1,128.3837416,37.15703955,2,200,2017-10
234,234,234,다목적,충청북도 단양군청,충청북도 단양군 적성면 하리 348,128.29173,36.960398,2,200,2017-10
235,235,235,다목적,충청북도 단양군청,충청북도 단양군 가곡면 보발리 391-9,128.456298,37.02880681,2,200,2017-11
236,236,236,다목적,충청북도 단양군청,충청북도 단양군 단양읍 별곡리 639,128.369818,36.98753762,3,200,2018-07
237,237,237,다목적,충청북도 단양군청,충청북도 단양군 단양읍 상진리 583,128.353271,36.97987341,3,200,2020-05
238,238,238,다목적,충청북도 단양군청,충청북도 단양군 단양읍 상진리 830,128.3576962,36.97759726,3,200,2019-04
239,239,239,다목적,충청북도 단양군청,충청북도 단양군 단양읍 도전리 495,128.3697757,36.979962,3,200,2018-07
240,240,240,다목적,충청북도 단양군청,충청북도 단양군 단양읍 도전리 10,128.367153,36.98283386,3,200,2020-05
241,241,241,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리 100-6,128.306337,37.02853048,3,200,2020-05
242,242,242,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리 164-5,128.304694,37.0335635,3,200,2020-05
243,243,243,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리 272-14,128.301252,37.03305607,3,200,2020-05
244,244,244,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리 1103,128.2984584,37.03565481,3,200,2020-05
245,245,245,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리 1345,128.2958583,37.0313535,3,200,2020-05
246,246,246,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리 1295,128.296192,37.0319678,3,700,2020-05
247,247,247,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리1324,128.2965182,37.03177769,2,200,2021-03
248,248,248,다목적,충청북도 단양군청,충청북도 단양군 단양읍 도전리 324,128.367361,36.97677179,1,200,2020-05
249,249,249,다목적,충청북도 단양군청,충청북도 단양군 단양읍 도전리 324,128.367361,36.97677179,1,200,2020-06
250,250,250,다목적,충청북도 단양군청,충청북도 단양군 단양읍 도전리 산3-6,128.3642591,36.9784035,1,200,2022-03
251,251,251,다목적,충청북도 단양군청,충청북도 단양군 단성면 하방리 172,128.320196,36.93939938,1,200,2021-03
252,252,252,다목적,충청북도 단양군청,충청북도 단양군 단성면 하방리 172,128.320196,36.93939938,1,200,2021-05
253,253,253,다목적,충청북도 단양군청,충청북도 단양군 단성면 하방리 172,128.320196,36.93939938,1,200,2022-03
254,254,254,다목적,충청북도 단양군청,충청북도 단양군 단성면 하방리 162-2,128.3200123,36.93845853,2,200,2022-03
255,255,255,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리 1265-3,128.2963524,37.03425128,2,200,2016-07
256,256,256,다목적,충청북도 단양군청,충청북도 단양군 단양읍 상진리 1017,128.3640878,36.975448,2,200,2016-11
257,257,257,다목적,충청북도 단양군청,충청북도 단양군 단양읍 상진리 1017,128.3640878,36.975448,1,200,2016-11
258,258,258,다목적,충청북도 단양군청,충청북도 단양군 단양읍 별곡리 642,128.370223,36.98700788,2,200,2016-10
259,259,259,다목적,충청북도 단양군청,충청북도 단양군 단양읍 도전리 678,128.3654067,36.97733951,3,200,2016-10
260,260,260,다목적,충청북도 단양군청,충청북도 단양군 단양읍 상진리 1034,128.3553565,36.98067203,2,200,2016-10
261,261,261,다목적,충청북도 단양군청,충청북도 단양군 어상천면 임현리 427-2,128.353776,37.10236924,2,200,2016-10
262,262,262,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리 126-8,128.303845,37.03086213,3,200,2016-12
263,263,263,다목적,충청북도 단양군청,충청북도 단양군 대강면 장림리 84-6,128.3527021,36.92341032,2,200,2016-12
264,264,264,다목적,충청북도 단양군청,충청북도 단양군 매포읍 평동리 234-5,128.29949,37.03533,2,200,2017-01
265,265,265,다목적,충청북도 단양군청,충청북도 단양군 단양읍 별곡리 593,128.3699143,36.9870308,4,200,2018-12
266,266,266,다목적,충청북도 단양군청,충청북도 단양군 단양읍 별곡리 106-31,128.3642,36.98853,3,200,2020-06
267,267,267,다목적,충청북도 단양군청,충청북도 단양군 단양읍 도전리 678-2,128.3642,36.98853,3,200,2022-05
268,268,268,어린이보호,충청북도 단양군청,충청북도 단양군 단양읍 도전리 639,128.367862,36.97870085,2,200,2017-12
269,269,269,어린이보호,충청북도 단양군청,충청북도 단양군 단양읍 도전리 639,128.367862,36.97870085,2,200,2019-04
270,270,270,차량방범,충청북도 단양군청,충청북도 단양군 단양읍 도전리 637,128.3698038,36.97943573,1,700,2019-04
271,271,271,어린이보호,충청북도 단양군청,충청북도 단양군 단양읍 도전리 637,128.3698038,36.97943573,1,200,2017-12
272,272,272,차량방범,충청북도 단양군청,충청북도 단양군 단양읍 도전리 637,128.3698038,36.97943573,1,700,2019-04
273,273,273,어린이보호,충청북도 단양군청,충청북도 단양군 단양읍 도전리 637,128.3698038,36.97943573,1,200,2017-12
274,274,274,어린이보호,충청북도 단양군청,충청북도 단양군 단양읍 상진리 1032,128.356736,36.97847145,2,200,2017-12
275,275,275,차량방범,충청북도 단양군청,충청북도 단양군 단양읍 상진리 1031,128.355975,36.97885782,1,700,2020-05
276,276,276,어린이보호,충청북도 단양군청,충청북도 단양군 단양읍 상진리 1031,128.355975,36.97885782,1,200,2020-05
277,277,277,어린이보호,충청북도 단양군청,충청북도 단양군 단양읍 상진리 1032,128.356736,36.97847145,2,200,2010-09
278,278,278,차량방범,충청북도 단양군청,충청북도 단양군 매포읍 평동리 271-2,128.3023472,37.03424335,1,700,2017-12
279,279,279,어린이보호,충청북도 단양군청,충청북도 단양군 매포읍 평동리 271-2,128.3023472,37.03424335,1,200,2017-12
280,280,280,어린이보호,충청북도 단양군청,충청북도 단양군 매포읍 평동리 1271,128.29901,37.03439814,2,200,2017-12
281,281,281,차량방범,충청북도 단양군청,충청북도 단양군 매포읍 평동리 1272,128.30065,37.03325426,1,700,2019-04
282,282,282,어린이보호,충청북도 단양군청,충청북도 단양군 매포읍 평동리 1272,128.30065,37.03325426,2,200,2021-03
283,283,283,어린이보호,충청북도 단양군청,충청북도 단양군 단성면 북상리 111-2,128.339437,36.92675066,2,200,2019-04
284,284,284,어린이보호,충청북도 단양군청,충청북도 단양군 대강면 장림리 91-1,128.358781,36.92159728,2,200,2019-04
285,285,285,어린이보호,충청북도 단양군청,충청북도 단양군 영춘면 상리 698-21,128.483528,37.07970933,2,200,2017-12
286,286,286,교통정보수집,청주시청,,127.3336,36.6302,1,200,2008-10
287,287,287,교통정보수집,청주시청,,127.3306,36.6314,1,40,2008-10
288,288,288,교통정보수집,청주시청,,127.3215,36.6339,1,40,2008-10
289,360,360,다목적,충청북도 보은군청,,127.820648,36.435221,3,200,2011-02
290,289,289,교통정보수집,청주시청,,127.4262,36.5327,1,40,2009-05
291,290,290,교통정보수집,청주시청,,127.5129,36.6406,1,40,2009-12
292,291,291,교통정보수집,청주시청,,127.4158,36.6072,1,200,2011-01
293,292,292,교통정보수집,청주시청,,127.4515,36.7422,1,40,2013-02
294,293,293,교통정보수집,청주시청,,127.4474,36.7264,1,40,2013-02
295,294,294,교통정보수집,청주시청,,127.4491,36.732,1,200,2013-02
296,295,295,교통정보수집,청주시청,,127.4221,36.6401,1,40,2013-10
297,296,296,교통정보수집,청주시청,,127.4297,36.7106,1,40,2014-03
298,297,297,교통정보수집,청주시청,,127.4785,36.645,1,40,2014-03
299,298,298,교통정보수집,청주시청,,127.5061,36.6094,1,40,2014-03
300,299,299,교통정보수집,청주시청,,127.4158,36.6922,1,40,2015-12
301,300,300,교통정보수집,청주시청,,127.3475,36.7396,1,200,2015-12
302,301,301,교통정보수집,청주시청,,127.4935,36.6645,1,40,2016-01
303,302,302,교통정보수집,청주시청,,127.4708,36.6153,1,40,2016-09
304,303,303,교통정보수집,청주시청,,127.4895,36.6462,1,40,2016-09
305,304,304,교통정보수집,청주시청,,127.4666,36.6491,1,40,2016-09
306,305,305,교통정보수집,청주시청,,127.4869,36.6642,1,40,2016-11
307,306,306,교통정보수집,청주시청,,127.4351,36.6538,1,40,2016-09
308,307,307,교통정보수집,청주시청,,127.4751,36.6952,1,40,2016-09
309,308,308,교통정보수집,청주시청,,127.4353,36.6582,1,40,2017-03
310,309,309,교통정보수집,청주시청,,127.4495,36.6659,1,40,2017-03
311,310,310,교통정보수집,청주시청,,127.3624,36.6442,1,200,2019-12
312,311,311,교통정보수집,청주시청,,127.3222,36.6217,1,200,2018-09
313,312,312,교통정보수집,청주시청,,127.3145,36.6197,1,200,2018-09
314,313,313,교통정보수집,청주시청,,127.3052,36.6235,1,200,2018-09
315,314,314,교통정보수집,청주시청,,127.519,36.6234,1,200,2020-01
316,315,315,교통정보수집,청주시청,,127.5146,36.6013,1,200,2020-01
317,316,316,교통정보수집,청주시청,,127.4328,36.6725,1,200,2021-03
318,317,317,교통정보수집,청주시청,,127.5102,36.5633,1,200,2021-03
319,318,318,교통정보수집,청주시청,,127.4408,36.6125,1,200,2021-03
320,319,319,교통정보수집,청주시청,,127.542,36.7299,1,40,2004-06
321,320,320,교통정보수집,청주시청,,127.4963,36.6756,2,200,1995-05
322,321,321,교통정보수집,청주시청,,127.4882,36.6564,1,40,1998-12
323,322,322,교통정보수집,청주시청,,127.4903,36.6373,2,40,2004-12
324,323,323,교통정보수집,청주시청,,127.4844,36.6363,2,40,2004-12
325,324,324,교통정보수집,청주시청,,127.4913,36.6281,1,40,1998-12
326,325,325,교통정보수집,청주시청,,127.4884,36.6247,1,40,2004-12
327,326,326,교통정보수집,청주시청,,127.4991,36.6162,1,40,1999-05
328,327,327,교통정보수집,청주시청,,127.5012,36.6057,1,200,1999-05
329,328,328,교통정보수집,청주시청,,127.5166,36.6193,1,40,2004-06
330,329,329,교통정보수집,청주시청,,127.5058,36.5972,2,40,2003-02
331,330,330,교통정보수집,청주시청,,127.5091,36.583,1,40,2004-06
332,331,331,교통정보수집,청주시청,,127.4716,36.5963,2,40,2002-12
333,332,332,교통정보수집,청주시청,,127.482,36.6071,2,40,1999-05
334,333,333,교통정보수집,청주시청,,127.4268,36.631,1,40,2002-12
335,334,334,교통정보수집,청주시청,,127.4334,36.6217,1,40,2002-12
336,335,335,교통정보수집,청주시청,,127.4469,36.6342,1,40,2004-12
337,336,336,교통정보수집,청주시청,,127.3693,36.6244,1,40,2004-12
338,337,337,교통정보수집,청주시청,,127.4603,36.6347,2,40,1998-12
339,338,338,교통정보수집,청주시청,,127.4638,36.6242,1,40,1999-05
340,339,339,교통정보수집,청주시청,,127.3817,36.6596,1,40,2004-06
341,340,340,교통정보수집,청주시청,,127.3892,36.654,1,40,2004-06
342,341,341,교통정보수집,청주시청,,127.4202,36.6464,1,200,1998-12
343,342,342,교통정보수집,청주시청,,127.4541,36.6601,1,40,2004-06
344,343,343,교통정보수집,청주시청,,127.4354,36.6444,1,40,1999-05
345,344,344,교통정보수집,청주시청,,127.4627,36.6431,1,40,2004-12
346,345,345,교통정보수집,청주시청,,127.4746,36.6572,1,40,2004-12
347,346,346,교통정보수집,청주시청,,127.4834,36.6744,1,200,2004-12
348,347,347,교통정보수집,청주시청,,127.474,36.6353,1,40,2004-12
349,348,348,교통정보수집,청주시청,,127.4713,36.7053,1,40,2003-02
350,349,349,교통정보수집,청주시청,,127.4261,36.624,1,40,2008-12
351,350,350,교통정보수집,청주시청,,127.4583,36.7376,1,200,2004-06
352,351,351,교통정보수집,청주시청,,127.4334,36.7092,1,40,2004-06
353,352,352,교통정보수집,청주시청,,127.4632,36.6664,1,40,2007-12
354,353,353,교통정보수집,청주시청,,127.5123,36.6619,1,200,2007-12
355,354,354,시설물관리,청주시평생학습관 서원분관,충청북도 청주시 서원구 모충로25번길 43 (개신동),127.465241,36.62693,6,130,2013-12
356,355,355,시설물관리,청주시평생학습관 상당분관,"충청북도 청주시 상당구 단재로 395, 청주시 평생학습관 상당 분관 (지북동)",127.506345,36.595307,4,200,2018-11
357,356,356,시설물관리,청주시평생학습관 본관,"충청북도 청주시 흥덕구 월명로13번길 52, 청주시평생학습관 (복대동)",127.450452,36.635972,8,400,2018-06
358,357,357,다목적,충청북도 보은군청,,127.715439,36.484813,3,200,2011-02
359,358,358,다목적,충청북도 보은군청,,127.822806,36.535535,4,200,2011-02
360,359,359,다목적,충청북도 보은군청,,127.789872,36.470666,2,200,2011-02
361,361,361,다목적,충청북도 보은군청,,127.579125,36.444185,2,200,2011-02
362,362,362,다목적,충청북도 보은군청,,127.732225,36.551903,2,200,2011-02
363,363,363,다목적,충청북도 보은군청,,127.718973,36.485834,4,200,2011-09
364,364,364,다목적,충청북도 보은군청,,127.748393,36.500919,2,200,2011-10
365,365,365,다목적,충청북도 보은군청,,127.777795,36.423282,3,200,2011-06
366,366,366,다목적,충청북도 보은군청,,127.739849,36.399001,3,200,2011-06
367,367,367,다목적,충청북도 보은군청,,127.700749,36.458565,2,200,2011-06
368,368,368,다목적,충청북도 보은군청,,127.596328,36.491273,3,200,2011-06
369,369,369,다목적,충청북도 보은군청,,127.596058,36.491985,2,200,2011-06
370,370,370,다목적,충청북도 보은군청,,127.689173,36.499124,1,200,2016-09
371,371,371,다목적,충청북도 보은군청,,127.732809,36.471578,1,200,2016-09
372,372,372,다목적,충청북도 보은군청,,127.738726,36.456167,1,200,2016-09
373,373,373,다목적,충청북도 보은군청,,127.722259,36.528114,1,200,2016-09
